gene	biotype
NGRN	protein_coding
NHEJ1	protein_coding
NHLH1	protein_coding
NHLH2	protein_coding
NHLRC1	protein_coding
NHLRC2	protein_coding
NHLRC3	protein_coding
NHLRC4	protein_coding
NHP2L1	protein_coding
NHP2	protein_coding
NHS-AS1	antisense
NHSL1	protein_coding
NHSL2	protein_coding
NHS	protein_coding
NICN1-AS1	antisense
NICN1	protein_coding
NID1	protein_coding
NID2	protein_coding
NIF3L1	protein_coding
NIM1	protein_coding
NINJ1	protein_coding
NINJ2	protein_coding
NINL	protein_coding
NIN	protein_coding
NIP7	protein_coding
NIPA1	protein_coding
NIPA2	protein_coding
NIPAL1	protein_coding
NIPAL2	protein_coding
NIPAL3	protein_coding
NIPAL4	protein_coding
NIPBL	protein_coding
NIPSNAP1	protein_coding
NIPSNAP3A	protein_coding
NIPSNAP3B	protein_coding
NISCH	protein_coding
NIT1	protein_coding
NIT2	protein_coding
NKAIN1	protein_coding
NKAIN2	protein_coding
NKAIN3	protein_coding
NKAIN4	protein_coding
NKAPL	protein_coding
NKAPP1	pseudogene
NKAP	protein_coding
NKD1	protein_coding
NKD2	protein_coding
NKG2-E	protein_coding
NKG7	protein_coding
NKIRAS1	protein_coding
NKIRAS2	protein_coding
NKPD1	protein_coding
NKRF	protein_coding
NKTR	protein_coding
NKX1-1	protein_coding
NKX1-2	protein_coding
NKX2-1-AS1	antisense
NKX2-1	protein_coding
NKX2-2-AS1	antisense
NKX2-2	protein_coding
NKX2-3	protein_coding
NKX2-4	protein_coding
NKX2-5	protein_coding
NKX2-6	protein_coding
NKX2-8	protein_coding
NKX3-1	protein_coding
NKX3-2	protein_coding
NKX6-1	protein_coding
NKX6-2	protein_coding
NKX6-3	protein_coding
NLE1	protein_coding
NLGN1-AS1	antisense
NLGN1	protein_coding
NLGN2	protein_coding
NLGN3	protein_coding
NLGN4X	protein_coding
NLGN4Y-AS1	antisense
NLGN4Y	protein_coding
NLK	protein_coding
NLN	protein_coding
NLRC3	polymorphic_pseudogene
NLRC4	protein_coding
NLRC5	protein_coding
NLRP10	protein_coding
NLRP11	protein_coding
NLRP12	protein_coding
NLRP13	protein_coding
NLRP14	protein_coding
NLRP1	protein_coding
NLRP2	protein_coding
NLRP3	protein_coding
NLRP4	protein_coding
NLRP5	protein_coding
NLRP6	protein_coding
NLRP7	protein_coding
NLRP8	protein_coding
NLRP9	protein_coding
NLRX1	protein_coding
NMB	protein_coding
NMBR	protein_coding
NMD3	protein_coding
NME1-NME2	protein_coding
NME1	protein_coding
NME2	protein_coding
NME3	protein_coding
NME4	protein_coding
NME5	protein_coding
NME6	protein_coding
NME7	protein_coding
NME8	protein_coding
NME9	protein_coding
NMI	protein_coding
NMNAT1	protein_coding
NMNAT2	protein_coding
NMNAT3	protein_coding
NMRAL1	protein_coding
NMRK1	protein_coding
NMRK2	protein_coding
NMS	protein_coding
NMT1	protein_coding
NMT2	protein_coding
NMU	protein_coding
NMUR1	protein_coding
NMUR2	protein_coding
NNAT	protein_coding
NNMT	protein_coding
NNT-AS1	antisense
NNT	protein_coding
NOA1	protein_coding
NOB1	protein_coding
NOBOX	protein_coding
NOC2L	protein_coding
NOC3L	protein_coding
NOC4L	protein_coding
NOD1	protein_coding
NOD2	protein_coding
NODAL	protein_coding
NOG	protein_coding
NOL10	protein_coding
NOL11	protein_coding
NOL12	protein_coding
NOL3	protein_coding
NOL4	protein_coding
NOL6	protein_coding
NOL7	protein_coding
NOL8	protein_coding
NOL9	protein_coding
NOLC1	protein_coding
NOM1	protein_coding
NOMO1	protein_coding
NOMO2	protein_coding
NOMO3	protein_coding
NONO	protein_coding
NOP10	protein_coding
NOP14-AS1	antisense
NOP14	protein_coding
NOP16	protein_coding
NOP2	protein_coding
NOP56	protein_coding
NOP58	protein_coding
NOP9	protein_coding
NOS1AP	protein_coding
NOS1	protein_coding
NOS2P3	pseudogene
NOS2	protein_coding
NOS3	protein_coding
NOSIP	protein_coding
NOSTRIN	protein_coding
NOTCH1	protein_coding
NOTCH2NL	protein_coding
NOTCH2	protein_coding
NOTCH3	protein_coding
NOTCH4	protein_coding
NOTO	protein_coding
NOTUM	protein_coding
NOVA1-AS1	antisense
NOVA1	protein_coding
NOVA2	protein_coding
NOV	protein_coding
NOX1	protein_coding
NOX3	protein_coding
NOX4	protein_coding
NOX5	protein_coding
NOXA1	protein_coding
NOXO1	protein_coding
NOXRED1	protein_coding
NPAP1	protein_coding
NPAS1	protein_coding
NPAS2	protein_coding
NPAS3	protein_coding
NPAS4	protein_coding
NPAT	protein_coding
NPB	protein_coding
NPBWR1	protein_coding
NPBWR2	protein_coding
NPC1L1	protein_coding
NPC1	protein_coding
NPC2	protein_coding
NPCDR1	protein_coding
NPDC1	protein_coding
NPEPL1	protein_coding
NPEPPS	protein_coding
NPFF	protein_coding
NPFFR1	protein_coding
NPFFR2	protein_coding
NPHP1	protein_coding
NPHP3-AS1	antisense
NPHP3	protein_coding
NPHP4	protein_coding
NPHS1	protein_coding
NPHS2	protein_coding
NPIPA1	protein_coding
NPIPA2	protein_coding
NPIPA3	protein_coding
NPIPA5	protein_coding
NPIPA7	protein_coding
NPIPA8	protein_coding
NPIPB11	protein_coding
NPIPB15	protein_coding
NPIPB1P	pseudogene
NPIPB3	protein_coding
NPIPB4	protein_coding
NPIPB5	protein_coding
NPIPB6	protein_coding
NPIPB7	protein_coding
NPIPB8	protein_coding
NPIPB9	protein_coding
NPIPP1	pseudogene
NPLOC4	protein_coding
NPL	protein_coding
NPM1	protein_coding
NPM2	protein_coding
NPM3	protein_coding
NPNT	protein_coding
NPPA-AS1	antisense
NPPA	protein_coding
NPPB	protein_coding
NPPC	protein_coding
NPR1	protein_coding
NPR2	protein_coding
NPR3	protein_coding
NPRL2	protein_coding
NPRL3	protein_coding
NPS	protein_coding
NPSR1-AS1	processed_transcript
NPSR1	protein_coding
NPTN	protein_coding
NPTX1	protein_coding
NPTX2	protein_coding
NPTXR	protein_coding
NPVF	protein_coding
NPW	protein_coding
NPY1R	protein_coding
NPY2R	protein_coding
NPY4R	protein_coding
NPY5R	protein_coding
NPY6R	pseudogene
NPY	protein_coding
NQO1	protein_coding
NQO2	protein_coding
NR0B1	protein_coding
NR0B2	protein_coding
NR1D1	protein_coding
NR1D2	protein_coding
NR1H2	protein_coding
NR1H3	protein_coding
NR1H4	protein_coding
NR1I2	protein_coding
NR1I3	protein_coding
NR2C1	protein_coding
NR2C2AP	protein_coding
NR2C2	protein_coding
NR2E1	protein_coding
NR2E3	processed_transcript
NR2F1-AS1	processed_transcript
NR2F1	protein_coding
NR2F2-AS1	antisense
NR2F2	protein_coding
NR2F6	protein_coding
NR3C1	protein_coding
NR3C2	protein_coding
NR4A1	protein_coding
NR4A2	protein_coding
NR4A3	protein_coding
NR5A1	protein_coding
NR5A2	protein_coding
NR6A1	protein_coding
NRAP	protein_coding
NRARP	protein_coding
NRAS	protein_coding
NRBF2	protein_coding
NRBP1	protein_coding
NRBP2	protein_coding
NRCAM	protein_coding
NRD1	protein_coding
NRDE2	protein_coding
NREP-AS1	antisense
NREP	protein_coding
NRF1	protein_coding
NRG1-IT1	sense_intronic
NRG1-IT2	sense_intronic
NRG1-IT3	sense_intronic
NRG1	protein_coding
NRG2	protein_coding
NRG3-AS1	processed_transcript
NRG3	protein_coding
NRG4	protein_coding
NRGN	protein_coding
NRIP1	protein_coding
NRIP2	protein_coding
NRIP3	protein_coding
NRK	protein_coding
NRL	protein_coding
NRM	protein_coding
NRN1L	protein_coding
NRN1	protein_coding
NRON	misc_RNA
NRP1	protein_coding
NRP2	protein_coding
NRROS	protein_coding
NRSN1	protein_coding
NRSN2	protein_coding
NRTN	protein_coding
NRXN1	protein_coding
NRXN2	protein_coding
NRXN3	protein_coding
NSA2	protein_coding
NSD1	protein_coding
NSDHL	protein_coding
NSFL1C	protein_coding
NSF	protein_coding
NSG1	protein_coding
NSG2	protein_coding
NSL1	protein_coding
NSMAF	protein_coding
NSMCE1	protein_coding
NSMCE2	protein_coding
NSMCE4A	protein_coding
NSMF	protein_coding
NSRP1	protein_coding
NSUN2	protein_coding
NSUN3	protein_coding
NSUN4	protein_coding
NSUN5P1	pseudogene
NSUN5P2	pseudogene
NSUN5	protein_coding
NSUN6	protein_coding
NSUN7	protein_coding
NT5C1A	protein_coding
NT5C1B	protein_coding
NT5C1B-RDH14	protein_coding
NT5C2	protein_coding
NT5C3AP1	pseudogene
NT5C3A	protein_coding
NT5C3B	protein_coding
NT5C	protein_coding
NT5DC1	protein_coding
NT5DC2	protein_coding
NT5DC3	protein_coding
NT5DC4	protein_coding
NT5E	protein_coding
NT5M	protein_coding
NTAN1	protein_coding
NTF3	protein_coding
NTF4	protein_coding
NTHL1	protein_coding
NTM-IT	sense_intronic
NTM	protein_coding
NTMT1	protein_coding
NTN1	protein_coding
NTN3	protein_coding
NTN4	protein_coding
NTN5	protein_coding
NTNG1	protein_coding
NTNG2	protein_coding
NTPCR	protein_coding
NTRK1	protein_coding
NTRK2	protein_coding
NTRK3-AS1	lincRNA
NTRK3	protein_coding
NTS	protein_coding
NTSR1	protein_coding
NTSR2	protein_coding
NUAK1	protein_coding
NUAK2	protein_coding
NUB1	protein_coding
NUBP1	protein_coding
NUBP2	protein_coding
NUBPL	protein_coding
NUCB1-AS1	antisense
NUCB1	protein_coding
NUCB2	protein_coding
NUCKS1	protein_coding
NUDCD1	protein_coding
NUDCD2	protein_coding
NUDCD3	protein_coding
NUDC	protein_coding
NUDT10	protein_coding
NUDT11	protein_coding
NUDT12	protein_coding
NUDT13	protein_coding
NUDT14	protein_coding
NUDT15	protein_coding
NUDT16L1	protein_coding
NUDT16P	pseudogene
NUDT16	protein_coding
NUDT17	protein_coding
NUDT18	protein_coding
NUDT19	protein_coding
NUDT1	protein_coding
NUDT21	protein_coding
NUDT22	protein_coding
NUDT2	protein_coding
NUDT3	protein_coding
NUDT4	protein_coding
NUDT5	protein_coding
NUDT6	protein_coding
NUDT7	protein_coding
NUDT8	protein_coding
NUDT9	protein_coding
NUF2	protein_coding
NUFIP1	protein_coding
NUFIP2	protein_coding
NUGGC	protein_coding
NUMA1	protein_coding
NUMBL	protein_coding
NUMB	protein_coding
NUP107	protein_coding
NUP133	protein_coding
NUP153	protein_coding
NUP155	protein_coding
NUP160	protein_coding
NUP188	protein_coding
NUP205	protein_coding
NUP210L	protein_coding
NUP210P1	pseudogene
NUP210	protein_coding
NUP214	protein_coding
NUP35	protein_coding
NUP37	protein_coding
NUP43	protein_coding
NUP50	protein_coding
NUP54	protein_coding
NUP62CL	protein_coding
NUP62	protein_coding
NUP85	protein_coding
NUP88	protein_coding
NUP93	protein_coding
NUP98	protein_coding
NUPL1	protein_coding
NUPL2	protein_coding
NUPR1L	protein_coding
NUPR1	protein_coding
NUS1	protein_coding
NUSAP1	protein_coding
NUTF2	protein_coding
NUTM1	protein_coding
NUTM2A-AS1	antisense
NUTM2A	protein_coding
NUTM2B	protein_coding
NUTM2D	protein_coding
NUTM2E	protein_coding
NUTM2F	protein_coding
NUTM2G	protein_coding
NVL	protein_coding
NWD1	protein_coding
NXF1	protein_coding
NXF2B	protein_coding
NXF2	protein_coding
NXF3	protein_coding
NXF4	pseudogene
NXF5	protein_coding
NXNL1	protein_coding
NXNL2	protein_coding
NXN	protein_coding
NXPE1	protein_coding
NXPE2	protein_coding
NXPE3	protein_coding
NXPE4	protein_coding
NXPH1	protein_coding
NXPH2	protein_coding
NXPH3	protein_coding
NXPH4	protein_coding
NXT1	protein_coding
NXT2	protein_coding
NYAP1	protein_coding
NYAP2	protein_coding
NYNRIN	protein_coding
NYX	protein_coding
OACYLP	pseudogene
OAF	protein_coding
OARD1	protein_coding
OAS1	protein_coding
OAS2	protein_coding
OAS3	protein_coding
OASL	protein_coding
OAT	protein_coding
OAZ1	protein_coding
OAZ2	protein_coding
OAZ3	protein_coding
OBFC1	protein_coding
OBP2A	protein_coding
OBP2B	protein_coding
OBSCN	protein_coding
OBSL1	protein_coding
OC90	protein_coding
OCA2	protein_coding
OCEL1	protein_coding
OCIAD1-AS1	antisense
OCIAD1	protein_coding
OCIAD2	protein_coding
OCLM	protein_coding
OCLN	protein_coding
OCM2	protein_coding
OCM	protein_coding
OCRL	protein_coding
OCSTAMP	protein_coding
ODAM	protein_coding
ODC1	protein_coding
ODF1	protein_coding
ODF2L	protein_coding
ODF2	protein_coding
ODF3B	protein_coding
ODF3L1	protein_coding
ODF3L2	protein_coding
ODF3	protein_coding
ODF4	protein_coding
OFCC1	protein_coding
OFD1P6Y	pseudogene
OFD1	protein_coding
OGDHL	protein_coding
OGDH	protein_coding
OGFOD1	protein_coding
OGFOD2	protein_coding
OGFOD3	protein_coding
OGFR-AS1	antisense
OGFRL1	protein_coding
OGFR	protein_coding
OGG1	protein_coding
OGN	protein_coding
OGT	protein_coding
OIP5-AS1	processed_transcript
OIP5	protein_coding
OIT3	protein_coding
OLA1	protein_coding
OLAH	protein_coding
OLFM1	protein_coding
OLFM2	protein_coding
OLFM3	protein_coding
OLFM4	protein_coding
OLFML1	protein_coding
OLFML2A	protein_coding
OLFML2B	protein_coding
OLFML3	protein_coding
OLIG1	protein_coding
OLIG2	protein_coding
OLIG3	protein_coding
OLR1	protein_coding
OMA1	protein_coding
OMD	protein_coding
OMG	protein_coding
OMP	protein_coding
ONECUT1	protein_coding
ONECUT2	protein_coding
ONECUT3	protein_coding
OOEP-AS1	antisense
OOEP	protein_coding
OOSP1	protein_coding
OPA1-AS1	antisense
OPA1	protein_coding
OPA3	protein_coding
OPALIN	protein_coding
OPCML-IT1	sense_intronic
OPCML-IT2	sense_intronic
OPCML	protein_coding
OPHN1	protein_coding
OPLAH	protein_coding
OPN1LW	protein_coding
OPN1MW2	protein_coding
OPN1MW	protein_coding
OPN1SW	protein_coding
OPN3	protein_coding
OPN4	protein_coding
OPN5	protein_coding
OPRD1	protein_coding
OPRK1	protein_coding
OPRL1	protein_coding
OPRM1	protein_coding
OPTC	protein_coding
OPTN	protein_coding
OR10A2	protein_coding
OR10A3	protein_coding
OR10A4	protein_coding
OR10A5	protein_coding
OR10A6	protein_coding
OR10A7	protein_coding
OR10AC1P	polymorphic_pseudogene
OR10AD1	protein_coding
OR10AG1	protein_coding
OR10C1	protein_coding
OR10D3	protein_coding
OR10G2	protein_coding
OR10G3	protein_coding
OR10G4	protein_coding
OR10G6	protein_coding
OR10G7	protein_coding
OR10G8	protein_coding
OR10G9	protein_coding
OR10H1	protein_coding
OR10H2	protein_coding
OR10H3	protein_coding
OR10H4	protein_coding
OR10H5	protein_coding
OR10J1	protein_coding
OR10J3	protein_coding
OR10J4	polymorphic_pseudogene
OR10J5	protein_coding
OR10K1	protein_coding
OR10K2	protein_coding
OR10P1	protein_coding
OR10Q1	protein_coding
OR10R2	protein_coding
OR10S1	protein_coding
OR10T2	protein_coding
OR10V1	protein_coding
OR10W1	protein_coding
OR10X1	protein_coding
OR10Z1	protein_coding
OR11A1	protein_coding
OR11G2	protein_coding
OR11H12	protein_coding
OR11H1	protein_coding
OR11H4	protein_coding
OR11H6	protein_coding
OR11H7	polymorphic_pseudogene
OR11L1	protein_coding
OR12D1	polymorphic_pseudogene
OR12D2	protein_coding
OR12D3	protein_coding
OR13A1	protein_coding
OR13C2	protein_coding
OR13C3	protein_coding
OR13C4	protein_coding
OR13C5	protein_coding
OR13C7P	polymorphic_pseudogene
OR13C8	protein_coding
OR13C9	protein_coding
OR13D1	protein_coding
OR13F1	protein_coding
OR13G1	protein_coding
OR13H1	protein_coding
OR13J1	protein_coding
OR14A16	protein_coding
OR14A2	protein_coding
OR14C36	protein_coding
OR14I1	protein_coding
OR14J1	protein_coding
OR14K1	protein_coding
OR1A1	protein_coding
OR1A2	protein_coding
OR1B1	protein_coding
OR1C1	protein_coding
OR1D2	protein_coding
OR1D4	pseudogene
OR1D5	protein_coding
OR1E1	protein_coding
OR1E2	protein_coding
OR1F1	protein_coding
OR1G1	protein_coding
OR1I1	protein_coding
OR1J1	protein_coding
OR1J2	protein_coding
OR1J4	protein_coding
OR1K1	protein_coding
OR1L1	protein_coding
OR1L3	protein_coding
OR1L4	protein_coding
OR1L6	protein_coding
OR1L8	protein_coding
OR1M1	protein_coding
OR1N1	protein_coding
OR1N2	protein_coding
OR1Q1	protein_coding
OR1S1	protein_coding
OR1S2	protein_coding
OR2A12	protein_coding
OR2A14	protein_coding
OR2A1-AS1	antisense
OR2A1	protein_coding
OR2A20P	pseudogene
OR2A25	protein_coding
OR2A2	protein_coding
OR2A42	protein_coding
OR2A4	protein_coding
OR2A5	protein_coding
OR2A7	protein_coding
OR2A9P	pseudogene
OR2AE1	protein_coding
OR2AG1	protein_coding
OR2AG2	protein_coding
OR2AJ1	protein_coding
OR2AK2	protein_coding
OR2AP1	protein_coding
OR2AT4	protein_coding
OR2B11	protein_coding
OR2B2	protein_coding
OR2B3	protein_coding
OR2B6	protein_coding
OR2C1	protein_coding
OR2C3	protein_coding
OR2D2	protein_coding
OR2D3	protein_coding
OR2F1	protein_coding
OR2F2	protein_coding
OR2G2	protein_coding
OR2G3	protein_coding
OR2G6	protein_coding
OR2H1	protein_coding
OR2H2	protein_coding
OR2J1	protein_coding
OR2J2	protein_coding
OR2J3	protein_coding
OR2K2	protein_coding
OR2L13	protein_coding
OR2L2	protein_coding
OR2L3	protein_coding
OR2L5	protein_coding
OR2L8	protein_coding
OR2M2	protein_coding
OR2M3	protein_coding
OR2M4	protein_coding
OR2M5	protein_coding
OR2M7	protein_coding
OR2S2	protein_coding
OR2T10	protein_coding
OR2T11	protein_coding
OR2T12	protein_coding
OR2T1	protein_coding
OR2T27	protein_coding
OR2T29	protein_coding
OR2T2	protein_coding
OR2T33	protein_coding
OR2T34	protein_coding
OR2T35	protein_coding
OR2T3	protein_coding
OR2T4	protein_coding
OR2T5	protein_coding
OR2T6	protein_coding
OR2T7	protein_coding
OR2T8	protein_coding
OR2V1	protein_coding
OR2V2	protein_coding
OR2W1	protein_coding
OR2W3	protein_coding
OR2W5	pseudogene
OR2Y1	protein_coding
OR2Z1	protein_coding
OR3A1	protein_coding
OR3A2	protein_coding
OR3A3	protein_coding
OR4A15	protein_coding
OR4A16	protein_coding
OR4A47	protein_coding
OR4A5	protein_coding
OR4A8P	polymorphic_pseudogene
OR4B1	protein_coding
OR4C11	protein_coding
OR4C12	protein_coding
OR4C13	protein_coding
OR4C15	protein_coding
OR4C16	protein_coding
OR4C3	protein_coding
OR4C46	protein_coding
OR4C5	protein_coding
OR4C6	protein_coding
OR4D10	protein_coding
OR4D11	protein_coding
OR4D1	protein_coding
OR4D2	protein_coding
OR4D5	protein_coding
OR4D6	protein_coding
OR4D9	protein_coding
OR4E2	protein_coding
OR4F13P	pseudogene
OR4F15	protein_coding
OR4F16	protein_coding
OR4F17	protein_coding
OR4F21	protein_coding
OR4F29	protein_coding
OR4F3	protein_coding
OR4F4	protein_coding
OR4F5	protein_coding
OR4F6	protein_coding
OR4H6P	pseudogene
OR4K13	protein_coding
OR4K14	protein_coding
OR4K15	protein_coding
OR4K17	protein_coding
OR4K1	protein_coding
OR4K2	protein_coding
OR4K5	protein_coding
OR4L1	protein_coding
OR4M1	protein_coding
OR4M2	protein_coding
OR4N2	protein_coding
OR4N4	protein_coding
OR4N5	protein_coding
OR4P4	protein_coding
OR4Q2	polymorphic_pseudogene
OR4Q3	protein_coding
OR4S1	protein_coding
OR4S2	protein_coding
OR4X1	protein_coding
OR4X2	protein_coding
OR51A2	protein_coding
OR51A4	protein_coding
OR51A7	protein_coding
OR51B2	protein_coding
OR51B4	protein_coding
OR51B5	protein_coding
OR51B6	protein_coding
OR51D1	protein_coding
OR51E1	protein_coding
OR51E2	protein_coding
OR51F1	protein_coding
OR51F2	protein_coding
OR51G1	protein_coding
OR51G2	protein_coding
OR51H1P	protein_coding
OR51I1	protein_coding
OR51I2	protein_coding
OR51J1	protein_coding
OR51L1	protein_coding
OR51M1	protein_coding
OR51Q1	protein_coding
OR51S1	protein_coding
OR51T1	protein_coding
OR51V1	protein_coding
OR52A1	protein_coding
OR52A4	pseudogene
OR52A5	protein_coding
OR52B1P	protein_coding
OR52B2	protein_coding
OR52B4	protein_coding
OR52B6	protein_coding
OR52D1	protein_coding
OR52E1	polymorphic_pseudogene
OR52E2	protein_coding
OR52E4	protein_coding
OR52E6	protein_coding
OR52E8	protein_coding
OR52H1	protein_coding
OR52I1	protein_coding
OR52I2	protein_coding
OR52J3	protein_coding
OR52K1	protein_coding
OR52K2	protein_coding
OR52L1	protein_coding
OR52M1	protein_coding
OR52N1	protein_coding
OR52N2	protein_coding
OR52N4	protein_coding
OR52N5	protein_coding
OR52R1	protein_coding
OR52W1	protein_coding
OR56A1	protein_coding
OR56A3	protein_coding
OR56A4	protein_coding
OR56B1	protein_coding
OR56B3P	protein_coding
OR56B4	protein_coding
OR5A1	protein_coding
OR5A2	protein_coding
OR5AC1	polymorphic_pseudogene
OR5AC2	protein_coding
OR5AK2	protein_coding
OR5AL1	polymorphic_pseudogene
OR5AN1	protein_coding
OR5AP2	protein_coding
OR5AR1	protein_coding
OR5AS1	protein_coding
OR5AU1	protein_coding
OR5B12	protein_coding
OR5B17	protein_coding
OR5B21	protein_coding
OR5B2	protein_coding
OR5B3	protein_coding
OR5C1	protein_coding
OR5D13	protein_coding
OR5D14	protein_coding
OR5D16	protein_coding
OR5D18	protein_coding
OR5F1	protein_coding
OR5G3	polymorphic_pseudogene
OR5G5P	pseudogene
OR5H14	protein_coding
OR5H15	protein_coding
OR5H1	protein_coding
OR5H2	protein_coding
OR5H6	protein_coding
OR5H8P	polymorphic_pseudogene
OR5I1	protein_coding
OR5J2	protein_coding
OR5K1	protein_coding
OR5K2	protein_coding
OR5K3	protein_coding
OR5K4	protein_coding
OR5L1	protein_coding
OR5L2	protein_coding
OR5M10	protein_coding
OR5M11	protein_coding
OR5M1	protein_coding
OR5M3	protein_coding
OR5M8	protein_coding
OR5M9	protein_coding
OR5P2	protein_coding
OR5P3	protein_coding
OR5R1	protein_coding
OR5T1	protein_coding
OR5T2	protein_coding
OR5T3	protein_coding
OR5V1	protein_coding
OR5W2	protein_coding
OR6A2	protein_coding
OR6B1	protein_coding
OR6B2	protein_coding
OR6B3	protein_coding
OR6C1	protein_coding
OR6C2	protein_coding
OR6C3	protein_coding
OR6C4	protein_coding
OR6C65	protein_coding
OR6C68	protein_coding
OR6C6	protein_coding
OR6C70	protein_coding
OR6C74	protein_coding
OR6C75	protein_coding
OR6C76	protein_coding
OR6F1	protein_coding
OR6J1	protein_coding
OR6K2	protein_coding
OR6K3	protein_coding
OR6K6	protein_coding
OR6M1	protein_coding
OR6N1	protein_coding
OR6N2	protein_coding
OR6P1	protein_coding
OR6Q1	protein_coding
OR6S1	protein_coding
OR6T1	protein_coding
OR6V1	protein_coding
OR6W1P	pseudogene
OR6X1	protein_coding
OR6Y1	protein_coding
OR7A10	protein_coding
OR7A17	protein_coding
OR7A5	protein_coding
OR7C1	protein_coding
OR7C2	protein_coding
OR7D2	protein_coding
OR7D4	protein_coding
OR7E14P	pseudogene
OR7E19P	pseudogene
OR7E24	protein_coding
OR7E47P	pseudogene
OR7E94P	pseudogene
OR7G1	protein_coding
OR7G2	protein_coding
OR7G3	protein_coding
OR8A1	protein_coding
OR8B12	protein_coding
OR8B2	protein_coding
OR8B3	protein_coding
OR8B4	protein_coding
OR8B8	protein_coding
OR8D1	protein_coding
OR8D2	protein_coding
OR8D4	protein_coding
OR8G1	polymorphic_pseudogene
OR8G5	protein_coding
OR8H1	protein_coding
OR8H2	protein_coding
OR8H3	protein_coding
OR8I2	protein_coding
OR8J1	protein_coding
OR8J2	polymorphic_pseudogene
OR8J3	protein_coding
OR8K1	protein_coding
OR8K3	protein_coding
OR8K5	protein_coding
OR8S1	protein_coding
OR8U1	protein_coding
OR9A1P	pseudogene
OR9A2	protein_coding
OR9A3P	pseudogene
OR9A4	protein_coding
OR9G1	protein_coding
OR9G4	protein_coding
OR9I1	protein_coding
OR9K2	protein_coding
OR9N1P	pseudogene
OR9Q1	protein_coding
OR9Q2	protein_coding
ORAI1	protein_coding
ORAI2	protein_coding
ORAI3	protein_coding
ORAOV1	protein_coding
ORC1	protein_coding
ORC2	protein_coding
ORC3	protein_coding
ORC4	protein_coding
ORC5	protein_coding
ORC6	protein_coding
ORM1	protein_coding
